ComplaintID,BuildingID,BoroughID,Borough,HouseNumber,StreetName,Zip,Block,Lot,Apartment,CommunityBoard,ReceivedDate,StatusID,Status,StatusDate
6361553,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,6,6,03/13/2013,2,CLOSE,02/24/2016
6362708,806641,2,BRONX,1120,EAST 229 STREET,10466,4905,1,2A,12,03/14/2013,2,CLOSE,02/20/2015
6372622,66168,2,BRONX,943,EAST 179 STREET,10460,3127,35,NA,6,03/21/2013,2,CLOSE,03/23/2013
6373420,66168,2,BRONX,943,EAST 179 STREET,10460,3127,35,NA,6,03/21/2013,2,CLOSE,03/23/2013
6373414,66168,2,BRONX,943,EAST 179 STREET,10460,3127,35,6,6,03/21/2013,2,CLOSE,03/23/2013
6373718,66168,2,BRONX,943,EAST 179 STREET,10460,3127,35,8,6,03/21/2013,2,CLOSE,03/23/2013
6373922,66168,2,BRONX,943,EAST 179 STREET,10460,3127,35,5,6,03/22/2013,2,CLOSE,03/23/2013
6382701,808185,3,BROOKLYN,671,EAST 105 STREET,11236,8174,1,6E,18,03/29/2013,2,CLOSE,02/20/2015
6391354,804005,1,MANHATTAN,1430,AMSTERDAM AVENUE,10027,1984,1,NA,9,04/07/2013,2,CLOSE,02/20/2015
6392072,807075,2,BRONX,1250,WEBSTER AVENUE,10456,2395,1,8D,3,04/08/2013,2,CLOSE,02/20/2015
6399144,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,4N,6,04/12/2013,2,CLOSE,02/24/2016
6398941,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,6B,6,04/12/2013,2,CLOSE,02/24/2016
6401425,41995,1,MANHATTAN,533,WEST 145 STREET,10031,2077,10,4E,9,04/15/2013,2,CLOSE,03/19/2016
6401718,41995,1,MANHATTAN,533,WEST 145 STREET,10031,2077,10,1R,9,04/15/2013,2,CLOSE,03/19/2016
6401817,41995,1,MANHATTAN,533,WEST 145 STREET,10031,2077,10,5E,9,04/15/2013,2,CLOSE,03/19/2016
6402474,334814,3,BROOKLYN,655,MAC DONOUGH STREET,11233,1497,72,2R,3,04/16/2013,2,CLOSE,08/29/2014
6406372,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,6B,6,04/21/2013,2,CLOSE,02/24/2016
6406435,9067,1,MANHATTAN,10,CATHERINE SLIP,10038,111,100,1C,3,04/21/2013,2,CLOSE,02/20/2015
6407330,66168,2,BRONX,943,EAST 179 STREET,10460,3127,35,NA,6,04/22/2013,2,CLOSE,04/25/2013
6407130,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,04/22/2013,2,CLOSE,02/24/2016
6408152,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,04/22/2013,2,CLOSE,02/24/2016
6415605,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,04/30/2013,2,CLOSE,02/24/2016
6416411,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1X,6,05/01/2013,2,CLOSE,02/24/2016
6419297,806988,2,BRONX,3661,THIRD AVENUE,10456,2910,1,3N,3,05/04/2013,2,CLOSE,02/20/2015
6422862,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,3N,6,05/08/2013,2,CLOSE,02/24/2016
6426546,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1X,6,05/13/2013,2,CLOSE,02/24/2016
6427777,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,05/14/2013,2,CLOSE,02/24/2016
6440950,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,05/31/2013,2,CLOSE,02/24/2016
6448037,807053,2,BRONX,1481,WASHINGTON AVENUE,10456,2902,36,3B,3,06/11/2013,2,CLOSE,02/20/2015
6483726,1888,1,MANHATTAN,1785,3 AVENUE,10029,1649,1,5A,11,07/29/2013,2,CLOSE,02/20/2015
6483820,659687,4,QUEENS,135-10,GRAND CENTRAL PARKWAY,11435,6636,1,221,8,07/29/2013,2,CLOSE,07/25/2014
6493154,59235,2,BRONX,2538,CRESTON AVENUE,10468,3167,32,3N,7,08/09/2013,2,CLOSE,06/11/2015
6498694,361046,3,BROOKLYN,421,REMSEN AVENUE,11212,4665,67,3A,17,08/19/2013,2,CLOSE,01/06/2015
6501363,59235,2,BRONX,2538,CRESTON AVENUE,10468,3167,32,3N,7,08/22/2013,2,CLOSE,06/11/2015
6511117,361046,3,BROOKLYN,421,REMSEN AVENUE,11212,4665,67,3A,17,09/06/2013,2,CLOSE,01/06/2015
6513864,217152,3,BROOKLYN,483,CARLTON AVENUE,11238,2007,1,2K,2,09/11/2013,2,CLOSE,02/20/2015
6517913,292826,3,BROOKLYN,599,FLATBUSH AVENUE,11225,5037,10,4A,9,09/17/2013,2,CLOSE,12/02/2014
6517917,292826,3,BROOKLYN,599,FLATBUSH AVENUE,11225,5037,10,3B,9,09/17/2013,2,CLOSE,11/20/2014
6519532,112539,2,BRONX,1723,TAYLOR AVENUE,10460,4020,22,NA,11,09/19/2013,2,CLOSE,09/21/2013
6520643,292826,3,BROOKLYN,599,FLATBUSH AVENUE,11225,5037,10,4B,9,09/20/2013,2,CLOSE,08/22/2015
6520662,292826,3,BROOKLYN,599,FLATBUSH AVENUE,11225,5037,10,4B,9,09/20/2013,2,CLOSE,12/02/2014
6520600,292826,3,BROOKLYN,599,FLATBUSH AVENUE,11225,5037,10,4A,9,09/20/2013,2,CLOSE,12/02/2014
6520633,292826,3,BROOKLYN,599,FLATBUSH AVENUE,11225,5037,10,4C,9,09/20/2013,2,CLOSE,11/20/2014
6524048,87465,2,BRONX,3207,HULL AVENUE,10467,3346,31,BLDG,7,09/26/2013,2,CLOSE,05/21/2016
6524790,250382,3,BROOKLYN,340,EAST 22 STREET,11226,5165,34,5D,14,09/26/2013,2,CLOSE,07/10/2014
6524881,575780,4,QUEENS,119-18,171 STREET,11434,12370,31,NA,12,09/27/2013,2,CLOSE,07/29/2014
6526869,900813,4,QUEENS,175-13,89 AVENUE,11432,9833,65,2,12,09/30/2013,2,CLOSE,08/01/2014
6527809,158255,3,BROOKLYN,835,55 STREET,11220,5672,67,1FL,12,10/01/2013,2,CLOSE,08/07/2014
6527601,3981,1,MANHATTAN,2192,FREDERICK DOUGLASS BOULEVARD,10026,1924,2,PHB,10,10/01/2013,2,CLOSE,08/02/2014
6527957,427974,4,QUEENS,43-09,40 STREET,11104,189,19,BLDG,2,10/02/2013,2,CLOSE,10/24/2015
6528472,39431,1,MANHATTAN,31,WEST 124 STREET,10027,1722,22,2D,10,10/02/2013,2,CLOSE,07/18/2014
6529341,631538,4,QUEENS,250,BEACH 15 STREET,11691,15625,1,E501,14,10/03/2013,2,CLOSE,07/08/2014
6530011,142840,3,BROOKLYN,4319,18 AVENUE,11218,5415,17,D6,14,10/04/2013,2,CLOSE,08/20/2014
6530572,445356,4,QUEENS,97-20,57 AVENUE,11368,1918,60,18G,4,10/05/2013,2,CLOSE,07/08/2014
6531586,910037,4,QUEENS,40-28,COLLEGE POINT BOULEVARD,11354,5066,"7,503",PH212,7,10/07/2013,2,CLOSE,01/26/2015
6532784,810311,4,QUEENS,141-09,28 AVENUE,11354,4285,10,1D,7,10/09/2013,2,CLOSE,10/17/2014
6533164,661275,4,QUEENS,1930,GROVE STREET,11385,3392,35,3R,5,10/09/2013,2,CLOSE,07/25/2014
6533233,566348,4,QUEENS,111-10,160 STREET,11433,12178,45,2FL,12,10/09/2013,2,CLOSE,07/14/2014
6534064,911365,4,QUEENS,114-70,DALIAN COURT,11356,4019,161,2,7,10/10/2013,2,CLOSE,02/06/2015
6534069,561284,4,QUEENS,72-60,150 STREET,11367,6681,1,2B,8,10/10/2013,2,CLOSE,07/29/2014
6533921,628606,4,QUEENS,140-70,ASH AVENUE,11355,5185,37,302,7,10/10/2013,2,CLOSE,07/19/2014
6533865,310922,3,BROOKLYN,532A,HENRY STREET,11231,343,31,4F,6,10/10/2013,2,CLOSE,07/21/2014
6534675,361046,3,BROOKLYN,421,REMSEN AVENUE,11212,4665,67,3A,17,10/11/2013,2,CLOSE,01/06/2015
6534255,485085,4,QUEENS,135-16,82 AVENUE,11435,9668,5,4J,8,10/11/2013,2,CLOSE,07/25/2014
6534938,657953,4,QUEENS,2026,GATES AVENUE,11385,3486,1,2L,5,10/11/2013,2,CLOSE,07/25/2014
6535760,314353,3,BROOKLYN,167,HOYT STREET,11217,386,1,3,2,10/14/2013,2,CLOSE,08/27/2014
6535865,445348,4,QUEENS,96-02,57 AVENUE,11368,1918,50,8G,4,10/14/2013,2,CLOSE,07/10/2014
6536984,414685,4,QUEENS,35-16,28 STREET,11106,339,52,1FL,1,10/15/2013,2,CLOSE,10/15/2014
6536966,326737,3,BROOKLYN,858,LINCOLN PLACE,11216,1262,33,3,8,10/15/2013,2,CLOSE,08/12/2014
6537053,705398,4,QUEENS,195-14,WOODHULL AVENUE,11423,10822,8,1FL,12,10/15/2013,2,CLOSE,07/19/2014
6535998,700409,4,QUEENS,159-05,UNION TURNPIKE,11366,6831,22,304,8,10/15/2013,2,CLOSE,07/18/2014
6536729,328130,3,BROOKLYN,324,LIVINGSTON STREET,11217,166,33,4R,2,10/15/2013,2,CLOSE,07/13/2014
6539720,243886,3,BROOKLYN,58,ARGYLE ROAD,11218,5073,29,1B,14,10/16/2013,2,CLOSE,09/04/2014
6537707,704988,4,QUEENS,64-02,WOODBINE STREET,11385,3618,7,BLDG,5,10/16/2013,2,CLOSE,07/14/2014
6540365,309655,3,BROOKLYN,936,HEGEMAN AVENUE,11208,4339,6,1FL,5,10/17/2013,2,CLOSE,09/04/2014
6540488,37428,1,MANHATTAN,15,WEST 103 STREET,10025,1839,22,3C,7,10/17/2013,2,CLOSE,08/02/2014
6540568,126567,3,BROOKLYN,11,1 PLACE,11231,355,44,1FL,6,10/17/2013,2,CLOSE,07/30/2014
6540297,37571,1,MANHATTAN,53,WEST 105 STREET,10025,1841,11,7,7,10/17/2013,2,CLOSE,07/13/2014
6541047,631323,4,QUEENS,7-07,BEACH 9 STREET,11691,15572,1,2R,14,10/18/2013,2,CLOSE,07/16/2014
6541205,561284,4,QUEENS,72-60,150 STREET,11367,6681,1,3H,8,10/18/2013,2,CLOSE,07/18/2014
6541707,547382,4,QUEENS,135-19,135 AVENUE,11420,11795,73,1FL,10,10/19/2013,2,CLOSE,10/07/2014
6541617,518385,4,QUEENS,103-31,107 STREET,11417,9512,48,2NDFL,10,10/19/2013,2,CLOSE,07/01/2014
6541685,681986,4,QUEENS,64-02,MYRTLE AVENUE,11385,3593,16,2FL,5,10/19/2013,2,CLOSE,07/25/2014
6542397,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,2A,6,10/20/2013,2,CLOSE,02/24/2016
6542533,7048,1,MANHATTAN,155,BLEECKER STREET,10012,539,35,3,2,10/21/2013,2,CLOSE,09/18/2014
6543273,384680,3,BROOKLYN,939,UTICA AVENUE,11203,4722,1,B3,17,10/21/2013,2,CLOSE,09/04/2014
6543263,648751,4,QUEENS,84-53,DANA COURT,11379,2999,28,3J,5,10/21/2013,2,CLOSE,07/29/2014
6543582,126567,3,BROOKLYN,11,1 PLACE,11231,355,44,1FL,6,10/21/2013,2,CLOSE,07/30/2014
6543189,421613,4,QUEENS,25-15,34 STREET,11103,632,27,4,1,10/21/2013,2,CLOSE,07/25/2014
6544521,426712,4,QUEENS,104-56,39 AVENUE,11368,1776,121,3A,3,10/22/2013,2,CLOSE,01/25/2015
6544532,691943,4,QUEENS,142-64,ROCKAWAY BOULEVARD,11436,12059,33,FLR2,12,10/22/2013,2,CLOSE,10/07/2014
6544478,454260,4,QUEENS,89-11,63 DRIVE,11374,3110,31,405,6,10/22/2013,2,CLOSE,08/01/2014
6544727,37428,1,MANHATTAN,15,WEST 103 STREET,10025,1839,22,3C,7,10/22/2013,2,CLOSE,08/02/2014
6544732,669603,4,QUEENS,34-06,JORDAN STREET,11358,6077,7,8C,11,10/22/2013,2,CLOSE,08/14/2014
6544583,364881,3,BROOKLYN,521,RUTLAND ROAD,11203,4803,54,3FL,9,10/22/2013,2,CLOSE,08/22/2014
6544970,462803,4,QUEENS,60-05,69 AVENUE,11385,3515,50,1FLR,5,10/22/2013,2,CLOSE,07/25/2014
6544460,440480,4,QUEENS,87-10,51 AVENUE,11373,1837,12,6J,4,10/22/2013,2,CLOSE,07/18/2014
6545066,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,10/23/2013,2,CLOSE,02/24/2016
6545043,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,10/23/2013,2,CLOSE,02/24/2016
6546267,228915,3,BROOKLYN,410,CUMBERLAND STREET,11238,2005,184,1,2,10/23/2013,2,CLOSE,03/03/2015
6546368,477763,4,QUEENS,87-21,77 STREET,11421,8908,55,2FL,9,10/23/2013,2,CLOSE,09/06/2014
6545804,421895,4,QUEENS,36-63,34 STREET,11106,634,7,14,1,10/23/2013,2,CLOSE,07/12/2014
6546051,933158,4,QUEENS,121-32,FARMERS BOULEVARD,11413,12458,5,1A,12,10/23/2013,2,CLOSE,07/17/2014
6547971,198332,3,BROOKLYN,7,BALFOUR PLACE,11225,1324,35,B2,9,10/23/2013,2,CLOSE,07/11/2014
6547079,37574,1,MANHATTAN,56,WEST 105 STREET,10025,1840,56,4B,7,10/23/2013,2,CLOSE,06/29/2014
6549921,158853,3,BROOKLYN,560,56 STREET,11220,840,31,3L,7,10/24/2013,2,CLOSE,10/29/2013
6548868,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,10/24/2013,2,CLOSE,02/24/2016
6551162,18905,1,MANHATTAN,55,EAST 102 STREET,10029,1608,23,8A,11,10/24/2013,2,CLOSE,02/20/2015
6549203,461953,4,QUEENS,32-33,68 STREET,11377,1164,79,FLR2,3,10/24/2013,2,CLOSE,07/01/2014
6549609,433049,4,QUEENS,45-26,44 STREET,11104,168,41,6A,2,10/24/2013,2,CLOSE,07/09/2014
6551415,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,10/25/2013,2,CLOSE,02/24/2016
6552233,665680,4,QUEENS,97-24,HORACE HARDING EXPRESSWAY,11374,1918,110,16C,6,10/25/2013,2,CLOSE,02/06/2015
6551391,330762,3,BROOKLYN,190,MADISON STREET,11216,1822,42,2,3,10/25/2013,2,CLOSE,09/04/2014
6552530,377736,3,BROOKLYN,45,STOCKHOLM STREET,11221,3243,78,3B,4,10/25/2013,2,CLOSE,07/22/2014
6552613,44058,1,MANHATTAN,585,WEST END AVENUE,10024,1250,30,6A,7,10/25/2013,2,CLOSE,07/04/2014
6555497,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1X,6,10/26/2013,2,CLOSE,02/24/2016
6554308,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,10/26/2013,2,CLOSE,02/24/2016
6555719,330762,3,BROOKLYN,190,MADISON STREET,11216,1822,42,2,3,10/26/2013,2,CLOSE,09/04/2014
6554959,246242,3,BROOKLYN,217,EAST 16 STREET,11226,5120,51,H,14,10/26/2013,2,CLOSE,07/18/2014
6557743,868935,3,BROOKLYN,1560,FULTON STREET,11213,1699,"7,501",902,3,10/28/2013,2,CLOSE,08/06/2014
6557501,810848,4,QUEENS,170-20,130 AVENUE,11434,12495,2,GA,12,10/28/2013,2,CLOSE,07/29/2014
6558069,810381,4,QUEENS,21-78,35 STREET,11105,830,"7,501",4H,1,10/28/2013,2,CLOSE,07/14/2014
6557673,424698,4,QUEENS,98-02,37 AVENUE,11368,1761,1,3FL,3,10/28/2013,2,CLOSE,07/25/2014
6559208,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,10/29/2013,2,CLOSE,02/24/2016
6559113,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1X,6,10/29/2013,2,CLOSE,02/24/2016
6559216,808124,3,BROOKLYN,430,DUMONT AVENUE,11212,3794,1,2B,16,10/29/2013,2,CLOSE,02/20/2015
6559842,330762,3,BROOKLYN,190,MADISON STREET,11216,1822,42,2,3,10/29/2013,2,CLOSE,09/04/2014
6560463,228576,3,BROOKLYN,668,CROWN STREET,11213,1418,20,BSMT,9,10/29/2013,2,CLOSE,08/22/2014
6560391,930320,4,QUEENS,144-21,CHARTER ROAD,11435,6715,2,5D,8,10/29/2013,2,CLOSE,07/08/2014
6559372,25867,1,MANHATTAN,60,MULBERRY STREET,10013,164,16,12RH,3,10/29/2013,2,CLOSE,07/19/2014
6559036,674100,4,QUEENS,116-50,LINCOLN STREET,11420,11687,35,PH,10,10/29/2013,2,CLOSE,07/14/2014
6559518,451939,4,QUEENS,40-53,61 STREET,11377,1336,12,4B,2,10/29/2013,2,CLOSE,07/17/2014
6561070,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1X,6,10/30/2013,2,CLOSE,02/24/2016
6561032,361046,3,BROOKLYN,421,REMSEN AVENUE,11212,4665,67,3A,17,10/30/2013,2,CLOSE,01/06/2015
6560903,928422,3,BROOKLYN,129,CHESTER STREET,11212,3521,123,3,16,10/30/2013,2,CLOSE,09/04/2014
6562372,330762,3,BROOKLYN,190,MADISON STREET,11216,1822,42,2,3,10/30/2013,2,CLOSE,09/04/2014
6561121,187416,3,BROOKLYN,801,AVENUE C,11218,5360,48,4F,12,10/30/2013,2,CLOSE,09/04/2014
6561510,302677,3,BROOKLYN,47,GRAND STREET,11249,2378,37,3,1,10/30/2013,2,CLOSE,07/08/2014
6561542,671267,4,QUEENS,42-45,KISSENA BOULEVARD,11355,5180,15,4D,7,10/30/2013,2,CLOSE,07/19/2014
6563379,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1N,6,10/31/2013,2,CLOSE,02/24/2016
6562872,505210,4,QUEENS,78-16,95 AVENUE,11416,9007,7,2,9,10/31/2013,2,CLOSE,10/07/2014
6563642,330762,3,BROOKLYN,190,MADISON STREET,11216,1822,42,2,3,10/31/2013,2,CLOSE,09/04/2014
6563302,220201,3,BROOKLYN,2829,CHURCH AVENUE,11226,5091,60,2F,17,10/31/2013,2,CLOSE,09/04/2014
6563843,326066,3,BROOKLYN,675,LINCOLN AVENUE,11208,4271,5,9L,5,11/01/2013,2,CLOSE,05/14/2016
6563777,521062,4,QUEENS,109-19,109 STREET,11420,11476,27,2B,10,11/01/2013,2,CLOSE,02/24/2015
6563848,205176,3,BROOKLYN,117,BEADEL STREET,11222,2836,38,2NDF,1,11/01/2013,2,CLOSE,08/19/2014
6564175,409457,4,QUEENS,29-06,24 AVENUE,11102,840,46,NA,1,11/01/2013,2,CLOSE,07/14/2014
6564401,810919,4,QUEENS,75-06,153 STREET,11367,6704,1,1A,8,11/01/2013,2,CLOSE,07/26/2014
6564229,514064,4,QUEENS,115-16,103 AVENUE,11419,9520,8,BSMT,10,11/01/2013,2,CLOSE,07/25/2014
6564035,232919,3,BROOKLYN,247,DEVOE STREET,11211,2916,55,1L,1,11/01/2013,2,CLOSE,07/31/2014
6565064,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1N,6,11/02/2013,2,CLOSE,02/24/2016
6565012,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,1X,6,11/02/2013,2,CLOSE,02/24/2016
6565065,883076,3,BROOKLYN,79,TROUTMAN STREET,11206,3171,46,2,4,11/02/2013,2,CLOSE,07/29/2014
6565529,287498,3,BROOKLYN,1051,EASTERN PARKWAY,11213,1390,77,4A,8,11/03/2013,2,CLOSE,07/07/2014
6567916,24662,1,MANHATTAN,1445,MADISON AVENUE,10029,1605,24,6H,11,11/04/2013,2,CLOSE,02/20/2015
6566830,238200,3,BROOKLYN,564,EAST 4 STREET,11218,5372,44,2G,12,11/04/2013,2,CLOSE,09/04/2014
6568291,37482,1,MANHATTAN,218,WEST 104 STREET,10025,1875,41,NA,7,11/04/2013,2,CLOSE,07/03/2014
6567702,10979,1,MANHATTAN,519,EAST 6 STREET,10009,402,56,3,3,11/04/2013,2,CLOSE,07/04/2014
6567745,36892,1,MANHATTAN,252,WEST 91 STREET,10024,1238,54,14,7,11/04/2013,2,CLOSE,07/11/2014
6569804,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,11/05/2013,2,CLOSE,02/24/2016
6569527,655666,4,QUEENS,86-05,FOREST PARKWAY,11421,8854,67,D6,9,11/05/2013,2,CLOSE,02/24/2015
6569941,949517,4,QUEENS,123-02,193 STREET,11413,12726,71,2FL,12,11/05/2013,2,CLOSE,07/14/2014
6569404,930660,4,QUEENS,20-35,SEAGIRT BOULEVARD,11691,15810,71,BSMT,14,11/05/2013,2,CLOSE,07/16/2014
6569593,512872,4,QUEENS,86-05,102 AVENUE,11416,9087,40,PVT,9,11/05/2013,2,CLOSE,07/25/2014
6571135,344238,3,BROOKLYN,1203,NEWKIRK AVENUE,11230,5198,39,2,14,11/06/2013,2,CLOSE,08/27/2014
6571551,805806,1,MANHATTAN,70,WEST 95 STREET,10025,1208,1,3H,7,11/06/2013,2,CLOSE,07/01/2014
6570859,6515,1,MANHATTAN,112,AVENUE C,10009,377,2,12,3,11/06/2013,2,CLOSE,07/08/2014
6572885,170532,3,BROOKLYN,1262,74 STREET,11228,6210,32,1FL,10,11/07/2013,2,CLOSE,06/04/2015
6573046,949821,4,QUEENS,177-14,129 AVENUE,11434,12538,156,1FLR,12,11/07/2013,2,CLOSE,04/03/2015
6572716,521062,4,QUEENS,109-19,109 STREET,11420,11476,27,2B,10,11/07/2013,2,CLOSE,02/24/2015
6572366,351105,3,BROOKLYN,364,PALMETTO STREET,11237,3353,8,1B,4,11/07/2013,2,CLOSE,09/05/2014
6572225,686953,4,QUEENS,86-20,PARK LANE SOUTH,11421,8865,9,3A,9,11/07/2013,2,CLOSE,08/19/2014
6572119,571051,4,QUEENS,110-40,166 STREET,11433,10193,25,1,12,11/07/2013,2,CLOSE,07/17/2014
6572889,482962,4,QUEENS,31-18,80 STREET,11370,1150,16,3FLR,3,11/07/2013,2,CLOSE,07/22/2014
6574046,706059,4,QUEENS,68-12,YELLOWSTONE BOULEVARD,11375,2137,27,NA,6,11/08/2013,2,CLOSE,02/24/2016
6575200,258151,3,BROOKLYN,1071,EAST 34 STREET,11210,7580,16,2FL,18,11/08/2013,2,CLOSE,07/06/2015
6576101,24662,1,MANHATTAN,1445,MADISON AVENUE,10029,1605,24,8C,11,11/08/2013,2,CLOSE,02/20/2015
6575782,930139,4,QUEENS,171-03,107 AVENUE,11433,10240,60,2,12,11/08/2013,2,CLOSE,07/17/2014
6574606,445356,4,QUEENS,97-20,57 AVENUE,11368,1918,60,5E,4,11/08/2013,2,CLOSE,07/08/2014
6575000,811229,4,QUEENS,261,BEACH 13 STREET,11691,15624,1,H104,14,11/08/2013,2,CLOSE,07/22/2014
6576877,416166,4,QUEENS,45-19,30 AVENUE,11103,719,49,1F,1,11/09/2013,2,CLOSE,07/28/2014
6578987,3621,1,MANHATTAN,2504,ADAM C POWELL BOULEVARD,10039,2031,31,19,10,11/11/2013,2,CLOSE,11/07/2014
6579231,109998,2,BRONX,1208,SOUTHERN BOULEVARD,10459,2979,2,5C,3,11/11/2013,2,CLOSE,10/21/2014
6579118,554209,4,QUEENS,87-22,144 STREET,11435,9701,16,BASE,8,11/11/2013,2,CLOSE,07/25/2014
6581878,411819,4,QUEENS,41-26,CRESCENT STREET,11101,414,39,12,1,11/12/2013,2,CLOSE,01/27/2015
6581368,373678,3,BROOKLYN,1325,ST JOHNS PLACE,11213,1377,42,2,8,11/12/2013,2,CLOSE,09/05/2014
6580445,602178,4,QUEENS,94-34,213 STREET,11428,10602,24,2FL,13,11/12/2013,2,CLOSE,08/08/2014
6580749,461953,4,QUEENS,32-33,68 STREET,11377,1164,79,2FL,3,11/12/2013,2,CLOSE,07/01/2014
6580815,19874,1,MANHATTAN,334,EAST 117 STREET,10035,1688,36,4,11,11/12/2013,2,CLOSE,07/22/2014
6581628,430175,4,QUEENS,20-44,42 STREET,11105,798,50,1R,1,11/12/2013,2,CLOSE,07/14/2014
6582584,389749,3,BROOKLYN,101,WELDON STREET,11208,4163,33,4C,5,11/12/2013,2,CLOSE,07/18/2014
6588440,133648,3,BROOKLYN,77,7 AVENUE,11217,1063,7,3A,6,11/13/2013,2,CLOSE,09/04/2014
6586182,206374,3,BROOKLYN,3620,BEDFORD AVENUE,11210,6771,6,F4,14,11/13/2013,2,CLOSE,09/04/2014
6585972,394533,3,BROOKLYN,2815,WEST 20 STREET,11224,7019,83,1R,13,11/13/2013,2,CLOSE,08/27/2014
6585681,35556,1,MANHATTAN,170,WEST 77 STREET,10024,1148,160,3A,7,11/13/2013,2,CLOSE,07/04/2014
6583584,284451,3,BROOKLYN,385,EAST 96 STREET,11212,4671,50,1R,17,11/13/2013,2,CLOSE,07/18/2014
6585456,231020,3,BROOKLYN,1745,DEAN STREET,11233,1343,86,1,8,11/13/2013,2,CLOSE,07/07/2014
6589702,597820,4,QUEENS,90-63,208 STREET,11428,10558,3,1FL,13,11/14/2013,2,CLOSE,02/06/2015
